user_id,variant,completed,pre_completion_rate,time_to_complete,support_ticket,form_error,region,device,age,digital_literacy
A000400,treatment,1,0.326,128.0,0,0,Tabuk,ios,58,0.129
A000401,control,1,0.495,195.0,0,0,Qassim,web,69,0.497
A000402,treatment,0,0.313,101.0,1,0,Asir,android,64,0.324
A000403,control,1,0.379,142.0,0,0,Riyadh,ios,21,0.182
A000404,control,1,0.361,254.0,0,0,Riyadh,android,42,0.271
A000405,control,1,0.539,78.0,0,0,Hail,android,34,0.698
A000406,treatment,1,0.076,237.0,0,0,Madinah,android,69,0.056
A000407,control,1,0.579,95.0,0,0,Eastern,android,40,0.619
A000408,control,0,0.601,169.0,0,0,Tabuk,ios,43,0.547
A000409,treatment,0,0.324,203.0,0,0,Al Jawf,ios,43,0.326
A000410,control,1,0.534,224.0,0,0,Makkah,web,22,0.537
A000411,treatment,0,0.346,121.0,0,0,Eastern,android,34,0.336
A000412,control,1,0.603,121.0,0,0,Makkah,ios,50,0.663
A000413,treatment,0,0.544,209.0,0,0,Northern Borders,android,60,0.393
A000414,control,0,0.127,117.0,0,0,Najran,android,54,0.035
A000415,treatment,1,0.871,174.0,0,0,Qassim,android,34,0.945
A000416,control,0,0.825,219.0,1,0,Qassim,web,55,0.902
A000417,treatment,0,0.544,128.0,0,0,Madinah,android,39,0.568
A000418,treatment,1,0.66,157.0,0,0,Qassim,ios,30,0.627
A000419,treatment,0,0.437,390.0,0,0,Tabuk,web,58,0.379
A000420,control,0,0.216,246.0,0,0,Northern Borders,android,40,0.089
A000421,treatment,1,0.301,128.0,0,1,Qassim,ios,30,0.177
A000422,control,1,0.78,157.0,0,0,Jazan,ios,65,0.95
A000423,treatment,1,0.633,187.0,0,0,Riyadh,android,43,0.56
A000424,treatment,1,0.297,146.0,0,0,Makkah,android,52,0.327
A000425,treatment,1,0.332,169.0,0,0,Eastern,android,50,0.407
A000426,control,0,0.809,113.0,0,0,Najran,android,25,0.722
A000427,control,1,0.529,144.0,0,0,Makkah,web,47,0.752
A000428,control,0,0.507,148.0,0,0,Riyadh,ios,58,0.51
A000429,treatment,0,0.371,267.0,0,0,Northern Borders,web,36,0.376
A000430,control,1,0.323,154.0,0,0,Al Jawf,web,54,0.363
A000431,treatment,0,0.223,187.0,0,0,Qassim,android,47,0.227
A000432,treatment,1,0.645,199.0,0,0,Najran,ios,36,0.446
A000433,treatment,1,0.49,146.0,0,0,Najran,ios,19,0.424
A000434,treatment,0,0.506,291.0,0,0,Hail,android,54,0.718
A000435,control,1,0.848,78.0,0,0,Jazan,web,45,0.863
A000436,control,0,0.187,151.0,0,0,Makkah,android,31,0.106
A000437,control,0,0.188,190.0,0,0,Tabuk,android,30,0.227
A000438,treatment,0,0.572,104.0,0,0,Eastern,android,55,0.619
A000439,control,0,0.683,106.0,0,0,Al Jawf,android,28,0.601
A000440,treatment,1,0.413,119.0,0,0,Al Jawf,android,22,0.484
A000441,treatment,0,0.378,100.0,0,0,Asir,ios,31,0.301
A000442,control,1,0.463,155.0,0,0,Northern Borders,web,37,0.39
A000443,control,1,0.627,201.0,0,0,Asir,android,67,0.712
A000444,control,1,0.534,113.0,0,0,Al Jawf,android,30,0.581
A000445,treatment,0,0.597,138.0,0,0,Asir,ios,28,0.564
A000446,control,0,0.349,251.0,0,0,Al Jawf,android,66,0.379
A000447,control,1,0.808,164.0,0,0,Jazan,ios,50,0.845
A000448,treatment,1,0.885,169.0,0,0,Tabuk,android,67,0.837
A000449,control,0,0.622,125.0,0,0,Hail,android,56,0.567
A000450,treatment,0,0.574,134.0,0,0,Jazan,ios,61,0.603
A000451,control,1,0.447,103.0,0,0,Northern Borders,ios,49,0.444
A000452,treatment,1,0.747,124.0,0,0,Al Jawf,ios,68,0.662
A000453,treatment,1,0.35,200.0,0,0,Asir,web,51,0.366
A000454,treatment,0,0.372,129.0,0,0,Najran,ios,69,0.555
A000455,control,1,0.68,162.0,0,0,Asir,android,26,0.732
A000456,treatment,1,0.747,151.0,1,0,Al Jawf,ios,46,0.828
A000457,control,0,0.668,209.0,0,0,Madinah,web,68,0.747
A000458,control,0,0.347,142.0,0,0,Al Jawf,web,49,0.272
A000459,control,1,0.559,210.0,0,1,Northern Borders,android,54,0.49
A000460,treatment,0,0.482,75.0,0,0,Eastern,ios,54,0.449
A000461,treatment,0,0.174,71.0,0,0,Tabuk,web,36,0.027
A000462,control,0,0.56,125.0,0,0,Riyadh,ios,48,0.67
A000463,treatment,1,0.7,176.0,0,0,Madinah,android,47,0.863
A000464,treatment,0,0.799,127.0,0,0,Najran,android,53,0.943
A000465,treatment,1,0.547,118.0,0,0,Al Bahah,ios,28,0.672
A000466,control,0,0.589,159.0,0,0,Northern Borders,android,31,0.593
A000467,control,0,0.52,252.0,0,0,Asir,android,44,0.561
A000468,treatment,0,0.521,98.0,0,0,Asir,web,53,0.534
A000469,treatment,0,0.709,149.0,0,0,Makkah,web,67,0.848
A000470,treatment,1,0.232,136.0,0,0,Jazan,android,39,0.078
A000471,control,0,0.427,186.0,0,0,Al Bahah,ios,54,0.415
A000472,control,0,0.457,126.0,0,0,Hail,ios,30,0.468
A000473,control,0,0.307,159.0,0,0,Madinah,ios,64,0.082
A000474,treatment,1,0.713,70.0,0,0,Qassim,web,67,0.732
A000475,control,1,0.363,208.0,0,0,Qassim,web,43,0.319
A000476,treatment,1,0.404,86.0,0,0,Asir,android,59,0.577
A000477,control,1,0.496,175.0,0,0,Tabuk,android,64,0.562
A000478,treatment,0,0.681,94.0,0,0,Makkah,web,37,0.723
A000479,treatment,0,0.346,157.0,0,0,Madinah,android,36,0.374
A000480,treatment,0,0.262,139.0,0,0,Eastern,android,37,0.375
A000481,control,0,0.177,222.0,0,0,Northern Borders,android,29,0.125
A000482,control,0,0.593,122.0,0,0,Riyadh,web,44,0.705
A000483,treatment,1,0.451,144.0,0,0,Northern Borders,android,67,0.454
A000484,control,1,0.726,222.0,0,0,Al Bahah,web,46,0.798
A000485,treatment,1,0.744,180.0,0,0,Makkah,android,35,0.724
A000486,treatment,0,0.324,102.0,0,0,Riyadh,android,60,0.42
A000487,treatment,0,0.342,201.0,0,0,Northern Borders,android,20,0.235
A000488,control,1,0.421,116.0,0,0,Asir,android,69,0.365
A000489,control,1,0.59,142.0,0,0,Eastern,web,46,0.739
A000490,treatment,1,0.265,391.0,0,0,Al Jawf,android,41,0.177
A000491,control,1,0.648,146.0,0,0,Najran,android,67,0.693
A000492,treatment,0,0.498,101.0,0,0,Najran,android,26,0.604
A000493,control,0,0.679,141.0,0,0,Northern Borders,web,54,0.749
A000494,treatment,1,0.543,102.0,0,0,Jazan,ios,41,0.697
A000495,control,0,0.255,203.0,0,0,Al Bahah,android,34,0.445
A000496,treatment,0,0.244,104.0,0,0,Riyadh,ios,46,0.307
A000497,treatment,0,0.203,92.0,0,0,Asir,android,40,0.119
A000498,control,0,0.704,136.0,0,0,Najran,android,63,0.601
A000499,treatment,1,0.34,129.0,0,0,Asir,ios,34,0.19
A000500,treatment,0,0.507,108.0,0,0,Makkah,ios,38,0.643
A000501,treatment,1,0.587,214.0,0,0,Riyadh,ios,53,0.444
A000502,control,0,0.433,98.0,0,0,Najran,android,47,0.237
A000503,control,0,0.142,352.0,0,0,Eastern,android,47,0.119
A000504,control,0,0.531,102.0,0,0,Hail,android,34,0.55
A000505,treatment,1,0.716,155.0,0,0,Asir,ios,45,0.82
A000506,control,1,0.658,147.0,0,0,Qassim,android,44,0.82
A000507,control,1,0.426,127.0,0,0,Eastern,android,52,0.457
A000508,treatment,0,0.149,162.0,0,0,Al Jawf,web,65,0.075
A000509,control,1,0.779,146.0,0,0,Riyadh,ios,40,0.865
A000510,treatment,0,0.55,149.0,0,0,Makkah,web,33,0.458
A000511,treatment,1,0.854,123.0,0,0,Asir,android,42,0.927
A000512,treatment,0,0.409,192.0,0,1,Al Bahah,android,27,0.416
A000513,treatment,1,0.449,167.0,0,0,Riyadh,ios,45,0.416
A000514,treatment,1,0.619,74.0,0,0,Eastern,ios,42,0.733
A000515,control,0,0.578,136.0,0,0,Najran,android,45,0.552
A000516,treatment,0,0.666,145.0,0,0,Eastern,web,69,0.635
A000517,control,0,0.487,246.0,0,0,Northern Borders,android,47,0.298
A000518,control,0,0.279,110.0,0,0,Asir,android,51,0.154
A000519,control,0,0.623,96.0,0,0,Jazan,android,24,0.507
A000520,control,0,0.677,117.0,0,0,Northern Borders,ios,62,0.591
A000521,control,0,0.313,143.0,0,0,Al Bahah,ios,30,0.209
A000522,control,0,0.568,94.0,0,0,Tabuk,android,56,0.521
A000523,control,0,0.489,114.0,0,0,Northern Borders,android,66,0.6
A000524,control,0,0.366,143.0,0,0,Eastern,web,54,0.353
A000525,control,1,0.448,177.0,0,0,Northern Borders,ios,46,0.414
A000526,control,1,0.556,227.0,0,0,Al Bahah,ios,53,0.602
A000527,control,1,0.33,389.0,0,0,Qassim,web,35,0.359
A000528,control,0,0.423,153.0,0,0,Madinah,android,54,0.531
A000529,control,0,0.256,140.0,0,0,Madinah,android,43,0.101
A000530,treatment,0,0.248,135.0,0,0,Makkah,android,61,0.113
A000531,treatment,0,0.626,110.0,0,0,Eastern,web,25,0.582
A000532,treatment,1,0.79,133.0,0,0,Najran,ios,46,0.816
A000533,control,1,0.883,94.0,0,0,Northern Borders,android,35,0.934
A000534,treatment,0,0.332,103.0,0,0,Madinah,ios,68,0.264
A000535,treatment,1,0.349,82.0,0,0,Al Bahah,android,46,0.401
A000536,treatment,0,0.051,126.0,0,1,Najran,ios,46,0.188
A000537,control,0,0.398,151.0,0,0,Northern Borders,android,59,0.528
A000538,control,0,0.378,116.0,0,0,Najran,android,32,0.237
A000539,treatment,1,0.509,102.0,0,0,Al Jawf,ios,44,0.481
A000540,treatment,0,0.454,112.0,0,0,Al Jawf,android,48,0.408
A000541,treatment,1,0.479,122.0,0,0,Eastern,ios,44,0.387
A000542,treatment,1,0.885,70.0,0,0,Makkah,ios,54,0.679
A000543,control,0,0.348,135.0,0,0,Najran,web,22,0.269
A000544,treatment,0,0.116,156.0,0,0,Al Bahah,android,22,0.117
A000545,treatment,1,0.565,145.0,0,0,Eastern,ios,68,0.605
A000546,control,0,0.337,162.0,0,0,Qassim,web,46,0.235
A000547,control,1,0.846,118.0,0,0,Jazan,android,53,0.899
A000548,control,0,0.379,223.0,0,1,Makkah,ios,44,0.331
A000549,control,1,0.44,124.0,0,0,Northern Borders,web,60,0.378
A000550,control,1,0.602,127.0,0,0,Hail,android,48,0.41
A000551,control,0,0.437,146.0,0,0,Qassim,ios,68,0.419
A000552,treatment,1,0.493,142.0,0,1,Northern Borders,android,26,0.453
A000553,treatment,0,0.589,156.0,0,0,Hail,ios,67,0.365
A000554,treatment,0,0.6,168.0,0,0,Al Bahah,web,24,0.667
A000555,control,0,0.412,205.0,0,0,Madinah,android,60,0.456
A000556,treatment,1,0.466,215.0,0,0,Northern Borders,android,38,0.411
A000557,treatment,0,0.236,201.0,0,0,Qassim,ios,33,0.15
A000558,control,0,0.297,230.0,0,0,Tabuk,android,60,0.242
A000559,control,0,0.646,100.0,0,0,Hail,android,27,0.638
A000560,control,1,0.1,124.0,0,0,Riyadh,android,28,0.072
A000561,control,0,0.192,78.0,0,0,Asir,android,19,0.151
A000562,control,1,0.569,114.0,0,0,Riyadh,ios,32,0.624
A000563,control,1,0.17,197.0,0,0,Northern Borders,web,31,0.145
A000564,treatment,1,0.653,78.0,0,0,Madinah,android,18,0.645
A000565,treatment,0,0.332,105.0,0,1,Madinah,android,45,0.373
A000566,control,1,0.31,144.0,0,0,Madinah,android,42,0.329
A000567,control,0,0.449,130.0,0,0,Makkah,android,37,0.503
A000568,control,0,0.789,118.0,0,0,Madinah,ios,52,0.834
A000569,control,0,0.545,98.0,0,0,Northern Borders,android,67,0.497
A000570,control,1,0.52,136.0,0,0,Makkah,web,32,0.695
A000571,control,1,0.744,94.0,0,0,Madinah,android,59,0.722
A000572,control,1,0.208,177.0,0,0,Riyadh,android,62,0.057
A000573,control,1,0.704,90.0,0,0,Qassim,android,38,0.723
A000574,treatment,1,0.477,88.0,0,0,Madinah,android,21,0.62
A000575,treatment,1,0.833,141.0,0,0,Riyadh,ios,30,0.857
A000576,treatment,0,0.103,129.0,0,0,Tabuk,web,53,0.282
A000577,treatment,1,0.596,106.0,0,0,Najran,web,48,0.722
A000578,treatment,1,0.637,243.0,0,0,Al Bahah,web,21,0.744
A000579,control,0,0.469,161.0,0,0,Makkah,web,67,0.387
A000580,control,0,0.282,118.0,0,0,Hail,ios,40,0.21
A000581,treatment,1,0.312,68.0,0,0,Al Jawf,ios,23,0.301
A000582,control,0,0.416,149.0,0,0,Tabuk,android,60,0.368
A000583,treatment,0,0.596,163.0,0,0,Qassim,ios,41,0.713
A000584,treatment,1,0.683,101.0,1,0,Najran,android,18,0.621
A000585,treatment,0,0.307,141.0,0,0,Madinah,android,66,0.2
A000586,control,1,0.61,127.0,0,0,Makkah,android,58,0.701
A000587,treatment,0,0.658,94.0,0,0,Hail,android,68,0.67
A000588,control,1,0.741,119.0,0,0,Qassim,android,47,0.559
A000589,treatment,1,0.767,106.0,0,0,Hail,android,31,0.66
A000590,treatment,1,0.344,123.0,0,0,Najran,web,39,0.264
A000591,treatment,0,0.483,112.0,0,0,Jazan,android,63,0.476
A000592,treatment,0,0.271,132.0,0,0,Qassim,android,48,0.225
A000593,control,0,0.276,157.0,0,0,Asir,ios,68,0.175
A000594,control,1,0.537,244.0,0,0,Al Jawf,ios,57,0.512
A000595,treatment,1,0.594,109.0,0,0,Hail,ios,61,0.672
A000596,control,0,0.297,171.0,0,0,Asir,android,42,0.214
A000597,treatment,0,0.634,67.0,0,0,Riyadh,android,26,0.666
A000598,control,0,0.385,203.0,0,0,Tabuk,ios,50,0.286
A000599,control,0,0.272,100.0,0,0,Riyadh,ios,41,0.287
A000600,treatment,1,0.547,128.0,0,0,Hail,ios,61,0.435
A000601,control,0,0.342,161.0,0,0,Asir,ios,59,0.31
A000602,control,1,0.465,113.0,0,0,Jazan,ios,51,0.446
A000603,control,1,0.683,133.0,0,0,Tabuk,ios,22,0.652
A000604,control,1,0.455,133.0,0,0,Tabuk,android,28,0.464
A000605,control,1,0.142,126.0,0,0,Al Bahah,web,31,0.216
A000606,control,0,0.541,89.0,0,0,Asir,android,35,0.567
A000607,control,0,0.328,138.0,0,0,Al Bahah,android,20,0.276
A000608,treatment,0,0.153,90.0,0,0,Asir,android,66,0.224
A000609,treatment,1,0.751,157.0,0,0,Jazan,android,53,0.773
A000610,treatment,1,0.463,107.0,0,0,Hail,android,33,0.41
A000611,control,0,0.238,268.0,0,0,Asir,android,61,0.381
A000612,treatment,0,0.32,216.0,0,0,Hail,android,29,0.308
A000613,control,0,0.696,125.0,0,0,Hail,web,27,0.715
A000614,control,0,0.279,145.0,0,1,Northern Borders,web,28,0.227
A000615,treatment,0,0.572,108.0,0,1,Northern Borders,android,19,0.677
A000616,treatment,0,0.63,109.0,0,0,Madinah,android,46,0.635
A000617,treatment,0,0.615,121.0,0,0,Al Bahah,android,41,0.522
A000618,treatment,1,0.686,157.0,1,0,Northern Borders,android,63,0.758
A000619,control,1,0.239,176.0,0,0,Hail,android,59,0.13
A000620,treatment,1,0.266,119.0,0,0,Madinah,android,43,0.236
A000621,control,1,0.816,184.0,0,0,Asir,android,23,0.806
A000622,control,1,0.651,127.0,0,0,Madinah,web,66,0.743
A000623,treatment,0,0.569,137.0,0,0,Tabuk,android,33,0.64
A000624,control,1,0.778,138.0,0,0,Makkah,android,62,0.663
A000625,control,1,0.545,120.0,0,0,Al Jawf,android,35,0.457
A000626,control,1,0.744,127.0,0,0,Qassim,web,40,0.683
A000627,control,1,0.783,161.0,0,0,Hail,android,59,0.748
A000628,control,0,0.387,156.0,0,0,Qassim,web,68,0.398
A000629,treatment,0,0.139,128.0,0,1,Eastern,ios,62,0.075
A000630,treatment,0,0.523,206.0,0,0,Eastern,android,67,0.422
A000631,control,1,0.253,124.0,0,0,Jazan,android,45,0.141
A000632,control,1,0.446,160.0,0,0,Madinah,android,53,0.428
A000633,control,0,0.578,140.0,0,0,Qassim,ios,63,0.537
A000634,control,1,0.554,203.0,0,0,Asir,android,62,0.618
A000635,control,0,0.518,72.0,0,0,Hail,ios,34,0.599
A000636,control,0,0.518,196.0,0,0,Al Bahah,android,41,0.761
A000637,control,1,0.764,177.0,0,0,Al Bahah,ios,48,0.753
A000638,treatment,1,0.486,104.0,0,0,Riyadh,web,66,0.622
A000639,control,1,0.592,135.0,0,0,Makkah,android,64,0.758
A000640,treatment,0,0.29,100.0,0,0,Eastern,android,60,0.304
A000641,treatment,1,0.693,94.0,0,0,Eastern,android,22,0.701
A000642,treatment,0,0.135,211.0,0,0,Najran,android,21,0.117
A000643,treatment,0,0.6,91.0,0,0,Al Bahah,android,69,0.649
A000644,control,1,0.82,99.0,0,0,Jazan,web,22,0.94
A000645,treatment,1,0.382,178.0,0,0,Makkah,android,23,0.444
A000646,control,1,0.68,99.0,0,0,Al Jawf,ios,69,0.618
A000647,treatment,1,0.448,130.0,0,0,Al Bahah,android,60,0.373
A000648,treatment,1,0.583,179.0,0,0,Northern Borders,android,30,0.648
A000649,treatment,1,0.405,61.0,0,0,Madinah,android,58,0.373
A000650,control,1,0.519,223.0,0,0,Al Jawf,android,28,0.582
A000651,treatment,0,0.304,173.0,0,0,Al Bahah,web,19,0.186
A000652,control,0,0.362,184.0,0,0,Najran,ios,30,0.246
A000653,treatment,1,0.646,75.0,0,0,Northern Borders,ios,24,0.769
A000654,treatment,0,0.308,163.0,0,0,Al Jawf,android,37,0.31
A000655,treatment,0,0.245,172.0,0,0,Jazan,android,55,0.31
A000656,control,1,0.732,99.0,0,0,Al Bahah,android,46,0.662
A000657,control,0,0.413,114.0,0,0,Madinah,android,51,0.46
A000658,control,1,0.537,313.0,0,0,Jazan,android,49,0.436
A000659,treatment,1,0.512,119.0,0,0,Riyadh,ios,64,0.51
A000660,control,1,0.358,169.0,0,1,Najran,ios,42,0.345
A000661,treatment,1,0.501,149.0,0,0,Eastern,android,33,0.642
A000662,control,1,0.396,459.0,0,0,Eastern,android,26,0.512
A000663,treatment,0,0.255,258.0,0,0,Najran,android,64,0.128
A000664,treatment,1,0.579,89.0,0,0,Najran,android,29,0.538
A000665,control,1,0.571,165.0,0,0,Northern Borders,android,68,0.526
A000666,treatment,1,0.408,139.0,1,0,Jazan,ios,49,0.334
A000667,control,1,0.74,151.0,0,1,Qassim,android,21,0.709
A000668,treatment,0,0.473,78.0,0,0,Jazan,android,24,0.475
A000669,treatment,0,0.539,132.0,0,0,Northern Borders,ios,24,0.496
A000670,treatment,0,0.29,115.0,0,0,Eastern,android,30,0.338
A000671,treatment,1,0.539,231.0,0,0,Northern Borders,android,67,0.515
A000672,treatment,1,0.732,77.0,0,0,Al Jawf,android,45,0.791
A000673,treatment,0,0.317,242.0,0,0,Al Jawf,ios,34,0.398
A000674,treatment,1,0.804,117.0,0,0,Al Bahah,android,18,0.876
A000675,treatment,0,0.338,78.0,0,0,Al Bahah,ios,38,0.348
A000676,control,1,0.315,239.0,0,0,Northern Borders,android,34,0.23
A000677,treatment,0,0.549,108.0,0,0,Jazan,web,45,0.277
A000678,treatment,0,0.206,130.0,0,0,Tabuk,android,52,0.138
A000679,treatment,1,0.713,355.0,0,0,Najran,web,50,0.605
A000680,control,0,0.552,197.0,0,0,Najran,android,44,0.531
A000681,control,1,0.603,139.0,0,0,Jazan,android,32,0.603
A000682,control,1,0.917,131.0,0,0,Qassim,android,64,0.898
A000683,treatment,0,0.546,187.0,0,0,Hail,ios,51,0.785
A000684,treatment,1,0.666,110.0,0,0,Northern Borders,ios,39,0.763
A000685,control,1,0.449,84.0,0,0,Makkah,android,45,0.407
A000686,control,0,0.358,113.0,0,0,Eastern,ios,68,0.296
A000687,control,0,0.435,77.0,0,0,Tabuk,web,61,0.5
A000688,control,0,0.342,81.0,0,0,Tabuk,android,25,0.457
A000689,treatment,1,0.696,127.0,0,0,Hail,android,54,0.686
A000690,treatment,0,0.365,201.0,0,0,Tabuk,web,65,0.239
A000691,control,1,0.756,111.0,0,0,Riyadh,android,22,0.741
A000692,control,0,0.439,178.0,0,0,Hail,android,61,0.446
A000693,control,0,0.406,87.0,0,0,Asir,android,37,0.476
A000694,treatment,0,0.594,127.0,0,0,Najran,ios,57,0.669
A000695,control,1,0.548,122.0,0,0,Northern Borders,android,35,0.495
A000696,control,1,0.682,348.0,0,0,Makkah,ios,27,0.623
A000697,control,1,0.652,102.0,1,0,Madinah,ios,43,0.625
A000698,control,1,0.31,60.0,0,0,Madinah,android,66,0.295
A000699,control,1,0.61,170.0,0,0,Jazan,android,51,0.597
A000700,treatment,0,0.125,131.0,0,0,Najran,android,65,0.115
A000701,control,0,0.103,141.0,0,0,Qassim,android,51,0.154
A000702,control,0,0.291,135.0,0,0,Riyadh,ios,36,0.359
A000703,control,0,0.473,108.0,0,0,Makkah,android,39,0.515
A000704,treatment,1,0.568,187.0,0,0,Madinah,android,59,0.685
A000705,control,0,0.142,112.0,0,0,Qassim,android,63,0.213
A000706,control,0,0.359,187.0,0,0,Makkah,ios,33,0.251
A000707,treatment,1,0.22,232.0,0,0,Riyadh,web,20,0.197
A000708,treatment,1,0.703,211.0,0,0,Al Bahah,web,51,0.645
A000709,treatment,0,0.411,101.0,1,0,Najran,ios,24,0.357
A000710,treatment,1,0.512,89.0,0,0,Al Bahah,android,58,0.602
A000711,treatment,0,0.416,227.0,0,0,Northern Borders,android,51,0.34
A000712,treatment,0,0.217,129.0,0,0,Makkah,android,39,0.288
A000713,control,1,0.76,114.0,1,0,Al Jawf,ios,59,0.806
A000714,control,0,0.365,179.0,0,0,Madinah,ios,24,0.324
A000715,treatment,0,0.281,184.0,0,0,Qassim,android,21,0.234
A000716,control,1,0.374,227.0,0,0,Northern Borders,android,37,0.304
A000717,treatment,0,0.153,116.0,0,0,Jazan,android,60,0.145
A000718,control,1,0.653,183.0,0,0,Najran,android,27,0.747
A000719,control,1,0.66,119.0,0,0,Riyadh,android,26,0.666
A000720,control,0,0.322,198.0,0,0,Riyadh,android,44,0.257
A000721,treatment,1,0.375,78.0,0,0,Al Jawf,web,27,0.323
A000722,control,0,0.375,126.0,1,0,Najran,ios,41,0.469
A000723,control,0,0.385,155.0,0,0,Tabuk,web,44,0.3
A000724,treatment,1,0.554,188.0,0,0,Tabuk,ios,55,0.619
A000725,treatment,0,0.252,136.0,0,0,Tabuk,ios,62,0.231
A000726,control,1,0.515,140.0,0,0,Jazan,ios,46,0.62
A000727,treatment,0,0.211,175.0,0,0,Qassim,android,61,0.13
A000728,treatment,1,0.759,52.0,0,1,Asir,ios,36,0.636
A000729,treatment,1,0.418,159.0,0,0,Jazan,ios,25,0.208
A000730,treatment,0,0.427,107.0,0,0,Madinah,ios,56,0.397
A000731,treatment,1,0.427,191.0,0,1,Qassim,android,65,0.472
A000732,treatment,0,0.199,277.0,0,0,Jazan,web,20,0.246
A000733,treatment,1,0.765,111.0,0,0,Madinah,ios,33,0.774
A000734,control,1,0.491,137.0,0,0,Makkah,android,58,0.555
A000735,control,1,0.671,73.0,0,0,Najran,android,44,0.759
A000736,control,0,0.524,143.0,0,0,Tabuk,ios,34,0.695
A000737,treatment,0,0.44,145.0,0,0,Hail,android,60,0.487
A000738,treatment,0,0.54,62.0,0,0,Asir,android,38,0.461
A000739,control,1,0.469,100.0,0,0,Northern Borders,web,54,0.249
A000740,control,1,0.482,149.0,0,0,Al Jawf,ios,29,0.47
A000741,treatment,1,0.389,121.0,0,0,Northern Borders,android,30,0.388
A000742,treatment,0,0.383,177.0,1,0,Qassim,ios,45,0.246
A000743,control,1,0.769,110.0,0,0,Eastern,web,56,0.787
A000744,control,0,0.32,98.0,0,0,Riyadh,android,37,0.316
A000745,treatment,0,0.844,160.0,0,0,Al Bahah,ios,52,0.934
A000746,treatment,1,0.557,115.0,0,0,Al Bahah,ios,34,0.593
A000747,control,1,0.345,209.0,0,1,Tabuk,android,18,0.48
A000748,treatment,1,0.485,127.0,0,0,Northern Borders,ios,28,0.388
A000749,control,0,0.65,155.0,0,0,Tabuk,web,46,0.676
A000750,treatment,0,0.581,180.0,0,0,Riyadh,android,51,0.512
A000751,treatment,1,0.724,108.0,0,0,Eastern,android,66,0.898
A000752,control,0,0.58,141.0,0,0,Qassim,android,52,0.574
A000753,control,1,0.406,117.0,0,0,Asir,android,24,0.19
A000754,treatment,1,0.633,173.0,0,0,Hail,web,56,0.597
A000755,control,1,0.694,68.0,0,0,Madinah,ios,52,0.727
A000756,control,1,0.593,124.0,0,0,Hail,ios,48,0.762
A000757,treatment,0,0.425,154.0,0,0,Jazan,ios,55,0.289
A000758,treatment,0,0.216,243.0,0,0,Hail,ios,68,0.128
A000759,treatment,0,0.314,77.0,0,0,Jazan,ios,28,0.279
A000760,treatment,1,0.37,225.0,0,0,Al Bahah,ios,33,0.301
A000761,control,1,0.36,136.0,0,0,Madinah,ios,25,0.436
A000762,control,1,0.845,83.0,0,0,Asir,android,19,0.808
A000763,control,0,0.5,238.0,0,0,Northern Borders,android,49,0.567
A000764,control,1,0.415,75.0,0,0,Northern Borders,ios,19,0.282
A000765,treatment,1,0.645,132.0,0,0,Hail,ios,57,0.641
A000766,control,1,0.299,156.0,0,0,Qassim,android,39,0.33
A000767,treatment,1,0.617,76.0,0,0,Al Bahah,ios,65,0.881
A000768,treatment,1,0.52,104.0,0,0,Madinah,ios,33,0.449
A000769,control,1,0.761,138.0,0,0,Eastern,android,22,0.808
A000770,control,1,0.634,92.0,1,0,Riyadh,android,50,0.712
A000771,treatment,1,0.226,160.0,0,0,Northern Borders,android,62,0.246
A000772,control,1,0.166,179.0,0,1,Northern Borders,ios,22,0.188
A000773,treatment,0,0.393,108.0,0,0,Tabuk,ios,68,0.325
A000774,control,0,0.429,109.0,0,0,Asir,web,61,0.395
A000775,control,1,0.489,123.0,0,1,Al Jawf,ios,23,0.442
A000776,treatment,0,0.403,61.0,0,0,Eastern,web,30,0.286
A000777,treatment,1,0.573,437.0,0,0,Jazan,android,37,0.486
A000778,control,1,0.744,87.0,0,0,Tabuk,android,29,0.558
